-7.213763411676299420e-01,2.533736702056970103e-01
-6.958619865118751413e-01,3.029584973718923990e-02
-6.120792439850717415e-01,1.942583543920770595e-01
-3.727033609744809795e-01,-6.645053530925042473e-01
5.788726655062048643e-01,1.692506817166994360e-01
5.912198962830124138e-01,-2.753036239102999438e-01
-6.479447562155136175e-01,-8.705682718838980705e-02
-8.524188502765968067e-01,-1.725352326306350825e-01
6.282681402778158564e-01,-3.526703275509879276e-02
-6.224816646090851613e-01,-5.310254008235704148e-02
-5.287113635615332541e-01,3.298168346339971357e-01
-7.574455295037076930e-01,-5.700766515901900533e-02
-6.697026479448613401e-01,-2.814788837262391930e-01
-6.466393043871958568e-01,2.130019453186617895e-01
5.178551742855805884e-01,2.627123461085467682e-01
-7.255957391076304219e-01,-9.486775094386779017e-03
7.798119704644244088e-01,1.429936414597885452e-01
-6.637320938596507069e-01,2.232417547285368009e-01
-9.219076066769473776e-01,-2.737397637724119370e-01
6.110169402146792272e-01,3.227890588983761688e-04
7.536988497571570633e-01,-3.616092017877736708e-02
7.824204746680547551e-01,3.274377542807243024e-01
9.207303722105013577e-01,1.044781301171049392e-01
7.710570239032437101e-01,-4.454629465252462062e-01
-6.958461929076436014e-01,-1.704375702321936359e-02
7.996424206090537723e-01,8.781690542806463995e-02
-7.536508401395427548e-01,-1.328465558270610636e-01
6.200536421005891086e-01,-2.777154427950030424e-01
5.960626602473313440e-01,1.236335566016117937e-01
-9.554836360068716949e-01,6.912227121657821272e-02
-5.331398094393295928e-01,1.479798451625797817e-01
-5.933044764007822103e-01,-2.420141402763538174e-01
-5.289294574282163985e-01,2.052658003893284011e-01
-6.861385715380623473e-01,-3.807453271866809708e-01
-7.127501070100792369e-01,1.059510106700445320e-01
6.004651044603246390e-01,-1.279747799048460699e-01
-6.038859106364014018e-01,1.766770552862588772e-01
9.546098343000113395e-01,-1.915424347470429112e-02
-5.686504603253017542e-01,4.231739565936036840e-01
-6.820687809016399150e-01,-2.294834522337985128e-01
6.280628079102386074e-01,-1.939739296865075069e-01
8.384072596943523692e-01,-3.160626736751237509e-01
-5.913445223967310760e-01,-1.547365868598884475e-01
-5.310104882791168990e-01,5.122935278736657772e-01
5.780356626880434057e-01,-3.676483888489534557e-01
-6.470332535291305476e-01,1.503099066988338173e-01
-7.366044125066788517e-01,2.099239958444982790e-01
-6.744513081115210973e-01,2.729673504305005771e-01
-8.285767115424120810e-01,-2.610744628871053408e-02
-6.997137661113885798e-01,-1.707060726573810250e-01
7.464722863623669546e-01,-4.373448527063938940e-02
-5.943329950561064834e-01,2.057346040955465583e-01
5.107975148393197884e-01,-2.161754352691729331e-01
7.048805025122728551e-01,2.427942639198521491e-02
-5.304397942337937266e-01,-5.579381913539940285e-01
-7.259563571313876196e-01,2.581031566379499154e-02
6.291508450832705712e-01,-1.042886704451317925e-02
5.349000025101600109e-01,4.813328633713931382e-02
-6.920966999666049446e-01,3.427249259445503959e-01
4.329486061778737849e-01,-1.899376046068286250e-01
-7.330179584526308467e-01,-1.147589855297939110e-01
-6.655853197879726402e-01,-8.391808316861570916e-02
-7.419483220661597933e-01,-9.868272124460597539e-02
-6.491738604138879154e-01,2.940594805571987713e-01
-8.336828610936066752e-01,-2.453097040468588119e-02
-6.751431055318728447e-01,3.162864296203604653e-02
-7.207798953344202175e-01,1.993138672105927434e-01
5.687936405884679303e-01,-2.131600459676445958e-01
-8.101529594263237044e-01,-2.698702134223829319e-02
-6.891742454285192387e-01,-1.913386793276408149e-01
6.212866329694293199e-01,-1.208573721292247605e-01
-5.226907446300192994e-01,-3.425741577899779067e-01
7.187074471760968031e-01,-2.232035873515805235e-01
-6.890232151041755237e-01,-6.220319600963808426e-03
-7.188802279714772148e-01,2.333339516683650139e-01
7.500854172133823994e-01,8.025835048536889005e-02
-6.830124145360558785e-01,-1.896642580350915708e-02
-6.173705019968322993e-01,2.166051804173365625e-01
-5.729905451687753448e-01,-2.734126362335675964e-01
-7.947039422107642359e-01,1.547696342061124497e-01
7.326373195313928832e-01,1.499049469607625085e-01
-7.712125979974109313e-01,-4.666695632955697448e-02
6.938742296002606835e-01,-1.649846026909784769e-02
-6.540712036369247251e-01,-2.422117671517702853e-01
